Rk,Player,Pos,Tm,Cap Hit
1669,D'Juan Hines\HineDJ00,LB,CLE,"$423,529 "
1670,Sam Ficken\FickSa00,K,LAR,"$423,525 "
1671,Pharoh Cooper\CoopPh00,WR,LAR,"$406,941 "
1672,Tony Brown\BrowTo01,CB,GNB,"$395,294 "
1673,Andrew Adams\AdamAn00,FS,TAM,"$395,294 "
1674,Matthew McCrane\McCrMa00,K,OAK,"$395,294 "
1675,Jermaine Grace\GracJe00,LB,SEA,"$388,412 "
1676,Cam Sims\SimsCa00,WR,WAS,"$369,882 "
1677,Cameron Malveaux\MalvCa00,DE,MIA,"$367,059 "
1678,Colby Wadman\WadmCo00,P,DEN,"$367,055 "
1679,Trent Brown\BrowTr02,OT,NWE,"$190,700 "
1680,Maurice Smith\SmitMa04,FS,MIA,"$129,200 "
1681,Brian Parker\ParkBr00,TE,DEN,"$129,200 "
1682,Tyler Lancaster\LancTy00,DL,GNB,"$129,200 "
1683,Dean Marlowe\MarlDe00,S,BUF,"$129,200 "
1684,Elijhaa Penny\PennEl00,RB,NYG,"$129,200 "
1685,Tyvis Powell\PoweTy01,FS,SFO,"$129,200 "
1686,Jawill Davis\DaviJa07,WR,NYG,"$129,200 "
1687,Justin Jackson\JackJu01,RB,LAC,"$129,200 "
1688,Kapri Bibbs\BibbKa00,RB,WAS,"$129,200 "
1689,Jonathan Woodard\WoodJo00,DE,MIA,"$129,200 "
1690,Jeremiah McKinnon\McKiJe01,DB,CLE,"$129,200 "
1691,Brandon Wilds\WildBr01,RB,JAX,"$129,200 "
1692,Dominique Hatfield\HatfDo00,CB,LAR,"$129,200 "
1693,De'Lance Turner\TurnDe01,RB,BAL,"$129,200 "
1694,Nelson Agholor\AghoNe00,WR,PHI,"$129,200 "
1695,Tim White\WhitTi00,WR,BAL,"$129,200 "
1696,Trenton Scott\ScotTr01,T,LAC,"$129,200 "
1697,Garrett Dickerson\DickGa00,TE,NYG,"$129,200 "
1698,KhaDarel Hodge\HodgKh00,WR,LAR,"$129,200 "
1699,Brian Allen\AlleBr01,CB,PIT,"$129,200 "
1700,Branden Jackson\JackBr04,DE,SEA,"$129,200 "
1701,Dalyn Dawkins\DawkDa01,RB,TEN,"$129,200 "
1702,Robertson Daniel\DaniRo01,DB,BAL,"$129,200 "
1703,Quenton Meeks\MeekQu00,CB,JAX,"$129,200 "
1704,Mo Alie-Cox\AlieMo00,TE,IND,"$129,200 "
1705,Richard Jarvis\JarvRi00,LB,ATL,"$129,200 "
1706,Tre Sullivan\SullTr01,S,PHI,"$121,600 "
1707,Shalom Luani\LuanSh00,SS,SEA,"$121,600 "
1708,Adolphus Washington\WashAd00,DT,2TM,"$37,059 "
